x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.664949238,0.439511418,-4.94E-07,0.620282233,0.420321643,0.014287246,0.591404319,0.364800543,0.028622353,0.581628203,0.318532616,0.035519294,0.574453771,0.288125753,0.041209813,0.585635424,0.299367726,0.045699518,0.556078434,0.262408763,0.047539584,0.527800322,0.237961933,0.041589949,0.502163172,0.216901764,0.034474861,0.597288787,0.281079352,0.031271368,0.557833552,0.238711998,0.031192724,0.526370227,0.214766502,0.022198902,0.495266467,0.194522232,0.014342036,0.614414513,0.268032491,0.014431673,0.571943462,0.222239092,0.008473309,0.539704978,0.199904919,0.001693233,0.507762849,0.180158734,-0.00319245,0.634719372,0.259676725,-0.002593755,0.586295545,0.219248205,-0.010017169,0.55467546,0.199789256,-0.012177754,0.526513398,0.179669082,-0.013530404,H
0.728507996,0.474269867,-6.59E-07,0.651185632,0.381039798,0.010400319,0.634529412,0.289545357,0.010705207,0.624078929,0.225673378,0.003311794,0.608710647,0.174795479,-0.006507172,0.699687898,0.179347679,0.02040102,0.636826158,0.110560454,-0.001163009,0.588408709,0.071271867,-0.025625756,0.545600533,0.040625632,-0.042348675,0.715994358,0.186110601,0.00067922,0.633839846,0.10176906,-0.014376184,0.577283978,0.057313353,-0.033351518,0.529792786,0.020384505,-0.048865434,0.720626354,0.211373419,-0.021671938,0.638148546,0.125653952,-0.037975349,0.587112308,0.07943134,-0.048371091,0.544775367,0.042437106,-0.055850029,0.710044205,0.248348176,-0.044673853,0.654859543,0.178515702,-0.056970432,0.622668445,0.129194975,-0.062066499,0.593556106,0.085786462,-0.065997444,H
0.737200677,0.513666987,-6.50E-07,0.654553294,0.40785858,0.009069679,0.634212852,0.306138039,0.00895908,0.624258101,0.237217024,0.001529198,0.611513972,0.180917799,-0.008283996,0.706901252,0.194588929,0.01898996,0.636724412,0.122918412,-0.002170394,0.586197495,0.081239611,-0.025946585,0.544354558,0.046865061,-0.042658288,0.724798977,0.20432359,-0.000582326,0.63332212,0.116078682,-0.015568445,0.574040353,0.065264136,-0.033838209,0.526671469,0.022557318,-0.049399361,0.731138289,0.23416467,-0.022903098,0.639906645,0.146445543,-0.040435083,0.586582899,0.097295895,-0.05065738,0.545000374,0.05659084,-0.058152959,0.72286135,0.276752055,-0.045842759,0.662601709,0.205575019,-0.058951411,0.629161239,0.157417476,-0.063277766,0.600745499,0.114136659,-0.066531874,H
0.691535354,0.472608596,-5.09E-07,0.632404149,0.409297049,0.014211125,0.614089668,0.340245217,0.021791525,0.606357574,0.289808273,0.020284887,0.598225772,0.250460297,0.016930545,0.630164087,0.265394866,0.043455876,0.590301931,0.204743132,0.0353861,0.556367457,0.168772519,0.020887075,0.52802676,0.139094144,0.008923335,0.64474529,0.258405805,0.024516383,0.591123283,0.190624461,0.018621609,0.554128349,0.151884407,0.002281719,0.522565842,0.115811616,-0.011716501,0.659305871,0.259953767,0.002643252,0.601663589,0.189769536,-0.007876944,0.564537883,0.155116245,-0.018547306,0.531563044,0.126178548,-0.026924746,0.670934021,0.267514974,-0.019692577,0.619870663,0.21206075,-0.02861115,0.590773165,0.179708079,-0.032033317,0.564823389,0.149679765,-0.03534966,H
0.732513666,0.519893765,-6.80E-07,0.648623466,0.4163993,0.012397838,0.631906629,0.324323803,0.01151805,0.624611616,0.262565434,0.003354437,0.612228453,0.21036534,-0.007669465,0.700789034,0.208649099,0.014471273,0.629177392,0.132582605,-0.006905409,0.578328133,0.092680454,-0.030509925,0.536673427,0.059816718,-0.046741493,0.718159497,0.21982187,-0.005690995,0.626690209,0.129669875,-0.020875022,0.566641152,0.084561005,-0.038917176,0.520106077,0.047221571,-0.05471373,0.722758472,0.250399351,-0.027595431,0.632129192,0.162123859,-0.043187562,0.578433633,0.112166032,-0.05399945,0.536248326,0.072044238,-0.062940344,0.711707652,0.292259514,-0.049623221,0.654462159,0.227688551,-0.058902394,0.623289645,0.179828584,-0.063060343,0.595431447,0.136695445,-0.067695074,H
0.705392778,0.495737374,-6.72E-07,0.631585836,0.422742724,0.016320776,0.612721145,0.338138044,0.020516353,0.604014516,0.277816415,0.017013814,0.595177174,0.231147647,0.010272558,0.671873689,0.226261482,0.023800442,0.602322102,0.162243679,0.009685291,0.555952847,0.135445118,-0.008342295,0.519420147,0.111588851,-0.020716343,0.681418598,0.235029593,0.004935136,0.59806633,0.159414619,-0.004684348,0.544726253,0.124929547,-0.01776975,0.503813803,0.097383708,-0.028901326,0.678227067,0.257263899,-0.015188906,0.5988065,0.180084437,-0.027136454,0.549891114,0.143031955,-0.033158295,0.512067199,0.114281267,-0.037472896,0.661667764,0.286977053,-0.034962222,0.598964632,0.224568427,-0.042686623,0.565049171,0.188428074,-0.042752847,0.537630022,0.156691164,-0.042499725,H
0.671409309,0.510441124,-4.88E-07,0.615028203,0.474093795,0.015399737,0.598396301,0.414104521,0.023684245,0.590546191,0.369256288,0.025416825,0.580043077,0.334544867,0.025621986,0.638175726,0.315787911,0.031942919,0.580888927,0.274939716,0.026457585,0.541457653,0.251993746,0.016382398,0.511694193,0.232895613,0.00869555,0.647571921,0.311230272,0.015687911,0.576094329,0.262571037,0.014189983,0.531157315,0.236252278,0.007094297,0.495774448,0.213808328,0.000508154,0.645466208,0.316651046,-0.002328716,0.572987318,0.262664407,-0.010519481,0.530056715,0.236956432,-0.014433032,0.497055084,0.215617135,-0.016698323,0.629623234,0.328951925,-0.020193506,0.572220922,0.281353831,-0.028236041,0.542387962,0.257257819,-0.028941169,0.518460274,0.236338764,-0.028644679,H
0.665810645,0.507490754,-4.90E-07,0.614438951,0.472609878,0.012543822,0.596085906,0.41493696,0.020815548,0.588621557,0.373310328,0.021715052,0.578912854,0.3401829,0.020812241,0.614324152,0.329179049,0.037751123,0.573419154,0.28019014,0.031916611,0.536831141,0.253059864,0.020011239,0.506373942,0.234273866,0.010241397,0.624030769,0.320414841,0.021382669,0.568744004,0.264091134,0.017923497,0.528864443,0.23571378,0.004622318,0.494708568,0.211932689,-0.00705365,0.631153762,0.32044062,0.002374161,0.573092818,0.259558022,-0.007844978,0.532780945,0.231734902,-0.018502401,0.498059809,0.209041655,-0.026406664,0.632989705,0.326096535,-0.016614357,0.582810163,0.272610843,-0.02666378,0.553352714,0.247261167,-0.030988118,0.527903914,0.223860562,-0.034665123,H
0.66966027,0.511439681,-4.81E-07,0.621193051,0.474647045,0.016660042,0.607626021,0.421872497,0.026507054,0.601318717,0.383709341,0.028682439,0.593243659,0.35030812,0.028851088,0.63793385,0.332969546,0.040541492,0.593341231,0.285329461,0.035942655,0.556553006,0.256724536,0.025479795,0.527032614,0.239038438,0.017437771,0.647049069,0.323026747,0.023546726,0.588449895,0.266898751,0.022391934,0.548322916,0.237219602,0.012175553,0.515262127,0.215536714,0.002920592,0.648518622,0.322252631,0.004246208,0.58598882,0.260490596,-0.003683999,0.544206262,0.232644334,-0.011994533,0.509906054,0.212213904,-0.018063432,0.640552461,0.326743782,-0.014730599,0.588098228,0.273104936,-0.02333032,0.557278931,0.246823311,-0.026650241,0.530933738,0.224018663,-0.029158626,H
0.716172636,0.508410931,-6.51E-07,0.645624459,0.424473763,0.010606594,0.629689038,0.336560845,0.01235183,0.620860875,0.27687037,0.006683276,0.608067453,0.228544548,-0.001383076,0.689394176,0.240148321,0.024113821,0.627025127,0.171224326,0.007174955,0.582485139,0.13717851,-0.013231821,0.547514856,0.108653665,-0.027350128,0.701028824,0.249549821,0.005911487,0.624469697,0.164228514,-0.0070139,0.574015737,0.123718798,-0.024799448,0.534865558,0.087462842,-0.038841005,0.702418089,0.269742399,-0.014560669,0.629094541,0.186108559,-0.02901791,0.583942115,0.146419704,-0.038802229,0.548427343,0.111854136,-0.04561007,0.69167006,0.296152145,-0.03530325,0.635335147,0.23145318,-0.043431561,0.605178952,0.192660391,-0.044812962,0.579678357,0.156746596,-0.046240762,H
